id,name,year,start_time,end_time,init_lat,init_lon,vmax,mslp,cities_impacted,storm_track
AL012006,ALBERTO,2006,2006-06-10T06:00:00,2006-06-19T06:00:00,20.0,-85.0,60,969,,"[(20.0, -85.0, 'TD'), (21.0, -85.3, 'TD'), (21.9, -85.7, 'TD'), (22.5, -86.3, 'TS'), (23.1, -87.1, 'TS'), (23.6, -87.8, 'TS'), (24.3, -87.8, 'TS'), (25.0, -87.8, 'TS'), (25.8, -87.4, 'TS'), (26.8, -86.3, 'TS'), (27.5, -85.4, 'TS'), (28.0, -85.0, 'TS'), (28.8, -84.4, 'TS'), (29.5, -84.1, 'TS'), (29.9, -83.7, 'TS'), (30.3, -83.5, 'TS'), (31.3, -82.8, 'TS'), (32.8, -81.9, 'TD'), (34.3, -80.7, 'EX'), (35.5, -77.5, 'EX'), (37.0, -73.0, 'EX'), (38.8, -69.9, 'EX'), (40.9, -66.8, 'EX'), (42.6, -64.2, 'EX'), (44.0, -62.0, 'EX'), (46.0, -58.5, 'EX'), (47.4, -55.0, 'EX'), (49.3, -51.5, 'EX'), (50.8, -45.2, 'EX'), (51.5, -39.0, 'EX'), (53.0, -34.5, 'EX'), (54.0, -29.0, 'EX'), (54.5, -23.0, 'EX'), (54.5, -16.0, 'EX'), (54.5, -12.0, 'EX'), (55.0, -9.0, 'EX'), (56.5, -5.5, 'EX'), (57.0, -3.0, 'EX')]"
AL062006,ERNESTO,2006,2006-08-24T18:00:00,2006-09-04T06:00:00,12.7,-61.6,65,985,"hit Miami, USA as Tropical Storm","[(12.7, -61.6, 'TD'), (13.0, -63.0, 'TD'), (13.3, -64.4, 'TD'), (13.7, -65.8, 'TS'), (14.0, -67.1, 'TS'), (14.3, -68.3, 'TS'), (14.6, -69.5, 'TS'), (15.1, -70.4, 'TS'), (15.7, -71.2, 'TS'), (16.3, -72.0, 'TS'), (16.9, -72.7, 'HU'), (17.4, -73.4, 'TS'), (17.8, -74.0, 'TS'), (18.3, -74.6, 'TS'), (19.1, -75.2, 'TS'), (19.9, -75.5, 'TS'), (20.0, -75.6, 'TS'), (20.8, -76.4, 'TS'), (21.6, -77.4, 'TS'), (22.4, -78.5, 'TS'), (23.2, -79.3, 'TS'), (23.9, -79.9, 'TS'), (24.7, -80.4, 'TS'), (24.9, -80.6, 'TS'), (25.2, -80.7, 'TS'), (25.3, -80.8, 'TS'), (26.1, -81.0, 'TS'), (27.0, -80.9, 'TS'), (28.1, -80.7, 'TS'), (29.4, -80.4, 'TS'), (30.6, -79.9, 'TS'), (31.9, -79.2, 'TS'), (33.2, -78.4, 'TS'), (33.9, -78.1, 'TS'), (34.5, -78.0, 'TS'), (35.8, -77.6, 'TD'), (36.6, -77.2, 'EX'), (37.1, -77.0, 'EX'), (37.6, -76.8, 'EX'), (38.2, -76.7, 'EX'), (38.9, -76.7, 'EX'), (39.9, -76.7, 'EX'), (41.3, -77.1, 'EX'), (43.1, -77.5, 'EX'), (44.5, -77.0, 'EX'), (45.6, -75.8, 'EX'), (46.5, -74.4, 'EX')]"
AL022007,BARRY,2007,2007-05-31T00:00:00,2007-06-05T12:00:00,18.1,-87.0,50,990,"hit Tampa, USA as Tropical Depression","[(18.1, -87.0, 'LO'), (18.7, -86.9, 'LO'), (19.1, -86.8, 'LO'), (19.6, -86.6, 'LO'), (20.1, -86.0, 'LO'), (21.2, -85.8, 'LO'), (22.3, -85.8, 'TD'), (23.6, -85.7, 'TS'), (24.3, -85.2, 'TS'), (25.1, -84.6, 'TS'), (27.0, -83.2, 'TS'), (27.5, -82.7, 'TD'), (29.7, -82.1, 'TD'), (31.4, -81.4, 'EX'), (32.1, -81.0, 'EX'), (32.8, -80.0, 'EX'), (33.7, -78.4, 'EX'), (35.3, -76.0, 'EX'), (37.2, -74.6, 'EX'), (39.0, -73.2, 'EX'), (40.7, -72.1, 'EX'), (42.4, -70.8, 'EX'), (44.6, -69.5, 'EX'), (47.5, -68.5, 'EX')]"
AL042007,DEAN,2007,2007-08-13T06:00:00,2007-08-23T00:00:00,12.2,-28.9,150,905,"hit Campeche, Mexico as Hurricane, hit Tuxpan, Mexico as Hurricane","[(12.2, -28.9, 'TD'), (12.1, -30.7, 'TD'), (12.0, -32.4, 'TD'), (11.9, -34.5, 'TD'), (11.8, -36.5, 'TD'), (11.8, -38.3, 'TS'), (11.8, -40.1, 'TS'), (11.9, -41.7, 'TS'), (12.0, -43.4, 'TS'), (12.3, -45.1, 'TS'), (12.8, -47.0, 'TS'), (13.0, -49.2, 'TS'), (13.2, -51.3, 'HU'), (13.5, -53.3, 'HU'), (13.8, -55.5, 'HU'), (14.0, -57.7, 'HU'), (14.2, -59.8, 'HU'), (14.4, -61.7, 'HU'), (14.8, -63.5, 'HU'), (14.9, -65.1, 'HU'), (15.0, -66.6, 'HU'), (15.4, -68.0, 'HU'), (15.9, -69.5, 'HU'), (16.1, -71.0, 'HU'), (16.4, -72.6, 'HU'), (16.8, -74.3, 'HU'), (17.1, -76.0, 'HU'), (17.5, -77.8, 'HU'), (17.6, -79.8, 'HU'), (17.8, -81.5, 'HU'), (18.0, -83.3, 'HU'), (18.2, -85.1, 'HU'), (18.6, -86.9, 'HU'), (18.7, -87.7, 'HU'), (18.9, -88.7, 'HU'), (19.2, -90.5, 'HU'), (19.7, -92.2, 'HU'), (20.1, -94.0, 'HU'), (20.5, -95.5, 'HU'), (20.5, -97.0, 'HU'), (20.5, -97.3, 'HU'), (20.5, -99.0, 'TD')]"
AL092007,HUMBERTO,2007,2007-09-12T06:00:00,2007-09-14T12:00:00,27.3,-95.0,80,985,"hit Houston, USA as Hurricane, hit Galveston, USA as Hurricane","[(27.3, -95.0, 'LO'), (27.8, -95.1, 'TS'), (28.3, -95.0, 'TS'), (28.8, -94.8, 'TS'), (29.5, -94.4, 'HU'), (29.6, -94.3, 'HU'), (30.3, -93.6, 'HU'), (31.0, -92.9, 'TS'), (31.7, -92.3, 'TD'), (32.4, -91.3, 'LO'), (32.7, -90.2, 'LO')]"
AL012008,ARTHUR,2008,2008-05-31T00:00:00,2008-06-02T00:00:00,17.5,-87.5,40,1004,"hit Belize City, Belize as Tropical Storm","[(17.5, -87.5, 'TS'), (17.8, -88.0, 'TS'), (17.9, -88.2, 'TS'), (18.0, -88.4, 'TS'), (18.2, -88.8, 'TS'), (18.3, -89.2, 'TS'), (18.2, -89.8, 'TS'), (18.0, -90.4, 'TD'), (17.8, -90.8, 'TD'), (17.6, -91.1, 'LO')]"
AL042008,DOLLY,2008,2008-07-20T12:00:00,2008-07-27T00:00:00,17.8,-83.6,85,963,"hit Cancún, Mexico as Tropical Storm","[(17.8, -83.6, 'TS'), (18.6, -84.6, 'TS'), (19.8, -85.8, 'TS'), (20.8, -87.0, 'TS'), (20.9, -87.2, 'TS'), (21.8, -88.8, 'TS'), (22.8, -90.4, 'TS'), (23.0, -92.0, 'TS'), (23.2, -93.3, 'TS'), (23.7, -94.1, 'TS'), (24.3, -94.9, 'TS'), (24.9, -95.7, 'HU'), (25.4, -96.2, 'HU'), (25.9, -96.7, 'HU'), (26.0, -96.8, 'HU'), (26.4, -97.2, 'HU'), (26.4, -97.2, 'HU'), (26.4, -97.4, 'HU'), (26.5, -97.8, 'HU'), (26.7, -98.3, 'TS'), (27.2, -98.9, 'TS'), (27.9, -100.0, 'TS'), (28.3, -101.4, 'TD'), (28.5, -102.7, 'TD'), (28.8, -104.0, 'TD'), (29.4, -105.0, 'TD'), (30.0, -105.7, 'LO'), (30.5, -106.0, 'LO'), (31.0, -106.3, 'LO'), (31.9, -106.7, 'LO'), (32.9, -106.3, 'LO')]"
AL052008,EDOUARD,2008,2008-08-03T12:00:00,2008-08-06T18:00:00,28.1,-87.4,55,996,"hit Houston, USA as Tropical Storm, hit Galveston, USA as Tropical Storm","[(28.1, -87.4, 'TD'), (28.1, -87.8, 'TD'), (28.1, -88.5, 'TS'), (28.1, -89.6, 'TS'), (28.1, -90.3, 'TS'), (28.3, -91.0, 'TS'), (28.5, -91.7, 'TS'), (29.0, -92.9, 'TS'), (29.6, -94.2, 'TS'), (30.0, -94.8, 'TS'), (30.6, -95.7, 'TD'), (31.4, -97.0, 'LO'), (32.0, -98.0, 'LO'), (32.7, -98.7, 'LO')]"
AL062008,FAY,2008,2008-08-15T12:00:00,2008-08-28T06:00:00,18.4,-67.4,60,986,"hit Pensacola, USA as Tropical Depression, hit Mobile, USA as Tropical Depression, hit Key West, USA as Tropical Storm, hit Varadero, Cuba as Tropical Storm, hit Cienfuegos, Cuba as Tropical Storm","[(18.4, -67.4, 'TD'), (18.5, -68.4, 'TS'), (18.5, -68.8, 'TS'), (18.6, -70.2, 'TS'), (18.7, -71.4, 'TS'), (18.8, -72.8, 'TS'), (18.8, -72.9, 'TS'), (19.1, -74.6, 'TS'), (19.3, -75.7, 'TS'), (19.6, -76.9, 'TS'), (19.9, -77.4, 'TS'), (20.0, -78.1, 'TS'), (20.7, -79.6, 'TS'), (21.1, -80.3, 'TS'), (21.9, -80.8, 'TS'), (22.1, -80.8, 'TS'), (23.2, -81.2, 'TS'), (24.3, -81.7, 'TS'), (24.5, -81.8, 'TS'), (25.0, -81.9, 'TS'), (25.5, -81.8, 'TS'), (25.9, -81.6, 'TS'), (26.4, -81.4, 'TS'), (27.0, -81.1, 'TS'), (27.5, -80.9, 'TS'), (28.0, -80.6, 'TS'), (28.4, -80.6, 'TS'), (28.7, -80.6, 'TS'), (28.9, -80.5, 'TS'), (29.1, -80.7, 'TS'), (29.2, -80.7, 'TS'), (29.3, -81.0, 'TS'), (29.3, -81.1, 'TS'), (29.3, -81.2, 'TS'), (29.5, -81.9, 'TS'), (29.6, -82.4, 'TS'), (29.8, -83.0, 'TS'), (29.7, -83.8, 'TS'), (29.8, -84.7, 'TS'), (29.8, -84.7, 'TS'), (30.0, -85.2, 'TS'), (30.5, -85.9, 'TS'), (30.8, -86.7, 'TD'), (31.1, -87.7, 'TD'), (31.8, -88.4, 'TD'), (31.5, -89.7, 'TD'), (31.3, -90.0, 'TD'), (31.5, -89.9, 'TD'), (32.0, -89.4, 'TD'), (32.4, -89.0, 'TD'), (32.7, -88.6, 'TD'), (33.3, -87.9, 'TD'), (33.9, -87.2, 'TD'), (34.6, -86.5, 'TD'), (35.0, -85.8, 'TD'), (35.5, -85.1, 'EX'), (36.1, -84.4, 'EX'), (36.9, -83.6, 'EX'), (37.4, -83.2, 'EX'), (37.7, -82.6, 'EX')]"
AL072008,GUSTAV,2008,2008-08-25T00:00:00,2008-09-05T12:00:00,13.5,-67.4,135,941,"hit George Town, Cayman Islands as Hurricane","[(13.5, -67.4, 'TD'), (14.4, -68.5, 'TD'), (15.1, -69.6, 'TS'), (15.8, -70.5, 'TS'), (16.4, -71.2, 'TS'), (16.9, -71.7, 'HU'), (17.5, -72.1, 'HU'), (18.1, -72.8, 'HU'), (18.4, -73.1, 'TS'), (18.6, -73.4, 'TS'), (18.7, -73.7, 'TS'), (18.9, -74.0, 'TS'), (18.8, -75.1, 'TS'), (18.1, -75.4, 'TS'), (17.9, -75.7, 'TS'), (18.0, -76.2, 'TS'), (17.8, -77.0, 'TS'), (17.9, -77.2, 'TS'), (18.0, -77.7, 'TS'), (18.3, -78.4, 'TS'), (18.8, -79.2, 'HU'), (19.2, -80.0, 'HU'), (19.7, -80.8, 'HU'), (20.7, -81.6, 'HU'), (21.6, -82.5, 'HU'), (22.4, -83.1, 'HU'), (22.7, -83.5, 'HU'), (23.6, -84.4, 'HU'), (24.8, -85.5, 'HU'), (25.9, -86.7, 'HU'), (26.9, -87.7, 'HU'), (27.9, -89.0, 'HU'), (28.8, -90.3, 'HU'), (29.2, -90.7, 'HU'), (29.8, -91.4, 'HU'), (30.7, -92.3, 'TS'), (31.4, -93.1, 'TS'), (32.1, -93.5, 'TD'), (32.7, -93.9, 'TD'), (33.2, -93.9, 'TD'), (33.7, -94.3, 'TD'), (33.8, -94.4, 'TD'), (34.0, -94.4, 'TD'), (34.3, -94.1, 'TD'), (34.8, -93.4, 'TD'), (36.2, -92.3, 'EX'), (38.5, -90.7, 'EX'), (40.2, -88.7, 'EX'), (42.2, -86.5, 'EX'), (43.7, -83.8, 'EX')]"
AL092008,IKE,2008,2008-09-01T06:00:00,2008-09-15T12:00:00,17.2,-37.0,125,935,"hit Houston, USA as Hurricane, hit Galveston, USA as Hurricane, hit Havana, Cuba as Hurricane, hit Cienfuegos, Cuba as Hurricane","[(17.2, -37.0, 'TD'), (17.3, -38.4, 'TS'), (17.5, -39.9, 'TS'), (17.8, -41.3, 'TS'), (18.2, -42.8, 'TS'), (18.7, -44.3, 'TS'), (19.3, -45.8, 'TS'), (19.8, -47.3, 'TS'), (20.2, -48.8, 'TS'), (20.6, -50.3, 'TS'), (21.1, -51.9, 'HU'), (21.8, -53.5, 'HU'), (22.4, -55.0, 'HU'), (23.0, -56.4, 'HU'), (23.4, -57.7, 'HU'), (23.6, -59.0, 'HU'), (23.6, -60.4, 'HU'), (23.5, -61.9, 'HU'), (23.2, -63.4, 'HU'), (22.8, -64.9, 'HU'), (22.4, -66.3, 'HU'), (21.9, -67.7, 'HU'), (21.5, -69.0, 'HU'), (21.2, -70.3, 'HU'), (21.1, -71.6, 'HU'), (21.0, -72.8, 'HU'), (21.0, -73.2, 'HU'), (21.0, -74.0, 'HU'), (21.1, -75.2, 'HU'), (21.1, -75.7, 'HU'), (21.1, -76.5, 'HU'), (21.1, -77.8, 'HU'), (21.2, -79.1, 'HU'), (21.5, -80.3, 'HU'), (22.0, -81.4, 'HU'), (22.4, -82.4, 'HU'), (22.6, -82.9, 'HU'), (22.7, -83.3, 'HU'), (23.1, -84.0, 'HU'), (23.4, -84.6, 'HU'), (23.8, -85.2, 'HU'), (24.2, -85.8, 'HU'), (24.7, -86.4, 'HU'), (25.1, -87.1, 'HU'), (25.5, -88.0, 'HU'), (25.8, -88.9, 'HU'), (26.1, -90.0, 'HU'), (26.4, -91.1, 'HU'), (26.9, -92.2, 'HU'), (27.5, -93.2, 'HU'), (28.3, -94.0, 'HU'), (29.1, -94.6, 'HU'), (29.3, -94.7, 'HU'), (30.3, -95.2, 'HU'), (31.7, -95.3, 'TS'), (33.5, -94.9, 'TS'), (35.5, -93.7, 'TS'), (37.6, -91.0, 'EX'), (40.3, -87.2, 'EX'), (43.3, -81.5, 'EX'), (45.8, -75.3, 'EX'), (47.2, -71.1, 'EX')]"
AL132008,MARCO,2008,2008-10-06T00:00:00,2008-10-07T18:00:00,18.5,-91.7,55,998,"hit Veracruz, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Tropical Depression","[(18.5, -91.7, 'TD'), (18.6, -92.7, 'TD'), (18.9, -93.7, 'TS'), (19.4, -94.5, 'TS'), (19.7, -95.2, 'TS'), (19.8, -95.9, 'TS'), (19.9, -96.5, 'TS'), (19.9, -96.9, 'TD')]"
AL042009,CLAUDETTE,2009,2009-08-16T06:00:00,2009-08-17T18:00:00,27.0,-83.4,50,1005,"hit Pensacola, USA as Tropical Storm","[(27.0, -83.4, 'TD'), (28.2, -84.2, 'TS'), (29.1, -85.1, 'TS'), (29.8, -85.8, 'TS'), (30.4, -86.5, 'TS'), (30.5, -86.6, 'TS'), (31.5, -87.5, 'TD'), (32.8, -88.3, 'TD')]"
AL112009,IDA,2009,2009-11-04T06:00:00,2009-11-11T06:00:00,11.0,-81.3,90,975,"hit Pensacola, USA as Extratropical Cyclone, hit Mobile, USA as Extratropical Cyclone, hit Biloxi, USA as Extratropical Cyclone","[(11.0, -81.3, 'TD'), (11.4, -81.8, 'TS'), (11.8, -82.3, 'TS'), (12.3, -82.8, 'TS'), (12.6, -83.3, 'HU'), (12.9, -83.6, 'HU'), (13.2, -83.8, 'TS'), (13.6, -83.9, 'TS'), (14.1, -84.0, 'TD'), (14.7, -83.9, 'TD'), (15.4, -83.9, 'TD'), (16.1, -84.0, 'TD'), (16.8, -84.0, 'TS'), (17.7, -84.0, 'TS'), (18.7, -84.1, 'TS'), (19.5, -84.5, 'HU'), (20.1, -85.3, 'HU'), (20.9, -85.8, 'HU'), (21.9, -86.2, 'HU'), (23.0, -86.5, 'HU'), (24.4, -87.5, 'HU'), (26.3, -88.3, 'TS'), (27.9, -88.6, 'HU'), (28.5, -88.7, 'HU'), (28.9, -88.7, 'TS'), (29.8, -88.6, 'TS'), (30.1, -88.3, 'EX'), (30.3, -88.0, 'EX'), (30.6, -87.2, 'EX'), (30.6, -86.3, 'EX'), (30.8, -85.5, 'EX')]"
AL012010,ALEX,2010,2010-06-24T18:00:00,2010-07-02T00:00:00,15.9,-82.0,95,946,"hit Campeche, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Tropical Storm, hit Belize City, Belize as Tropical Storm","[(15.9, -82.0, 'LO'), (16.0, -82.1, 'LO'), (16.1, -82.3, 'LO'), (16.2, -82.5, 'LO'), (16.4, -83.1, 'TD'), (16.6, -83.9, 'TD'), (16.7, -84.9, 'TS'), (16.9, -86.1, 'TS'), (17.2, -87.2, 'TS'), (17.5, -88.2, 'TS'), (18.0, -89.1, 'TS'), (18.5, -90.0, 'TS'), (18.9, -90.7, 'TS'), (19.2, -91.1, 'TS'), (19.5, -91.4, 'TS'), (20.0, -91.6, 'TS'), (20.3, -91.7, 'TS'), (20.7, -91.7, 'TS'), (21.5, -91.9, 'TS'), (22.4, -92.7, 'TS'), (22.9, -93.6, 'TS'), (23.0, -94.4, 'HU'), (23.1, -94.8, 'HU'), (23.5, -95.2, 'HU'), (24.0, -95.5, 'HU'), (24.3, -96.2, 'HU'), (24.3, -97.3, 'HU'), (24.2, -97.7, 'HU'), (24.1, -98.4, 'HU'), (23.5, -99.5, 'TS'), (23.1, -100.7, 'TS'), (23.2, -101.9, 'TD')]"
AL032010,BONNIE,2010,2010-07-22T06:00:00,2010-07-25T18:00:00,21.5,-73.8,40,1005,"hit New Orleans, USA as Low Pressure Disturbance, hit Miami, USA as Tropical Storm","[(21.5, -73.8, 'TD'), (21.7, -74.4, 'TD'), (22.2, -74.9, 'TD'), (23.0, -75.7, 'TS'), (23.1, -75.9, 'TS'), (23.7, -77.5, 'TS'), (23.8, -77.8, 'TS'), (24.8, -79.7, 'TS'), (25.4, -80.2, 'TS'), (25.8, -81.1, 'TD'), (26.3, -82.6, 'TD'), (26.7, -84.4, 'TD'), (27.5, -85.9, 'TD'), (28.1, -87.1, 'TD'), (28.6, -88.3, 'LO'), (29.2, -89.5, 'LO'), (29.8, -90.5, 'LO'), (30.1, -91.0, 'LO')]"
AL132010,KARL,2010,2010-09-13T18:00:00,2010-09-18T06:00:00,16.3,-78.5,110,956,"hit Veracruz, Mexico as Hurricane, hit Campeche, Mexico as Tropical Storm","[(16.3, -78.5, 'LO'), (16.6, -79.8, 'LO'), (17.0, -81.1, 'LO'), (17.6, -82.3, 'TD'), (18.1, -83.6, 'TS'), (18.3, -85.0, 'TS'), (18.3, -86.2, 'TS'), (18.5, -87.6, 'TS'), (18.5, -87.8, 'TS'), (18.8, -88.8, 'TS'), (19.2, -90.1, 'TS'), (19.4, -91.1, 'TS'), (19.6, -92.2, 'TS'), (19.6, -93.3, 'HU'), (19.7, -94.1, 'HU'), (19.7, -94.9, 'HU'), (19.6, -95.6, 'HU'), (19.4, -96.0, 'HU'), (19.3, -96.2, 'HU'), (19.2, -96.4, 'HU'), (18.7, -97.1, 'TS'), (18.6, -97.4, 'TD')]"
AL162010,NICOLE,2010,2010-09-28T00:00:00,2010-09-30T12:00:00,19.4,-84.1,40,994,"hit Cienfuegos, Cuba as Low Pressure Disturbance","[(19.4, -84.1, 'LO'), (19.8, -83.5, 'LO'), (20.4, -83.0, 'TS'), (21.0, -82.7, 'TS'), (21.4, -82.2, 'TS'), (21.7, -81.6, 'TS'), (21.9, -81.0, 'TS'), (22.2, -80.5, 'LO'), (23.3, -80.1, 'LO'), (24.7, -79.6, 'LO'), (26.1, -79.0, 'EX'), (27.4, -78.5, 'EX')]"
AL182010,PAULA,2010,2010-10-11T00:00:00,2010-10-15T18:00:00,13.9,-81.8,90,981,"hit Havana, Cuba as Tropical Storm, hit Varadero, Cuba as Tropical Depression, hit Cienfuegos, Cuba as Tropical Depression","[(13.9, -81.8, 'TD'), (14.4, -82.5, 'TS'), (15.0, -83.2, 'TS'), (15.7, -83.8, 'TS'), (16.5, -84.4, 'HU'), (17.3, -85.0, 'HU'), (18.1, -85.6, 'HU'), (18.8, -85.9, 'HU'), (19.6, -86.0, 'HU'), (20.3, -86.0, 'HU'), (20.9, -85.9, 'HU'), (21.4, -85.8, 'HU'), (21.8, -85.6, 'HU'), (22.2, -85.2, 'HU'), (22.6, -84.5, 'TS'), (22.7, -83.9, 'TS'), (22.8, -83.5, 'TS'), (22.9, -82.0, 'TS'), (22.9, -80.9, 'TD'), (22.9, -79.9, 'LO'), (23.0, -79.1, 'LO')]"
AL012011,ARLENE,2011,2011-06-28T06:00:00,2011-07-01T00:00:00,19.9,-92.8,55,993,"hit Tampico, Mexico as Tropical Storm, hit Tuxpan, Mexico as Tropical Storm","[(19.9, -92.8, 'LO'), (20.3, -93.1, 'LO'), (20.7, -93.5, 'TS'), (21.0, -93.9, 'TS'), (21.2, -94.5, 'TS'), (21.3, -95.3, 'TS'), (21.4, -95.6, 'TS'), (21.6, -96.1, 'TS'), (21.6, -97.0, 'TS'), (21.6, -97.3, 'TS'), (21.6, -97.4, 'TS'), (21.5, -98.1, 'TS'), (21.1, -98.7, 'TD')]"
AL082011,HARVEY,2011,2011-08-19T00:00:00,2011-08-22T12:00:00,15.4,-82.0,55,994,"hit Veracruz, Mexico as Tropical Depression, hit Ciudad del Carmen, Mexico as Tropical Depression, hit Coatzacoalcos, Mexico as Tropical Storm, hit Belize City, Belize as Tropical Storm","[(15.4, -82.0, 'TD'), (15.7, -82.7, 'TD'), (15.9, -83.4, 'TS'), (16.0, -84.1, 'TS'), (16.1, -84.9, 'TS'), (16.3, -85.8, 'TS'), (16.6, -87.0, 'TS'), (17.0, -88.3, 'TS'), (17.0, -88.3, 'TS'), (17.3, -89.6, 'TS'), (17.6, -90.8, 'TD'), (18.0, -92.0, 'TD'), (18.5, -93.3, 'TD'), (18.7, -94.8, 'TS'), (18.7, -95.2, 'TS'), (18.6, -96.2, 'TD'), (18.1, -97.2, 'TD')]"
AL132011,LEE,2011,2011-09-02T00:00:00,2011-09-06T18:00:00,26.6,-91.4,50,986,"hit New Orleans, USA as Extratropical Cyclone, hit Mobile, USA as Extratropical Cyclone","[(26.6, -91.4, 'TD'), (26.9, -91.4, 'TD'), (27.2, -91.4, 'TS'), (27.5, -91.4, 'TS'), (28.0, -91.5, 'TS'), (28.5, -91.8, 'TS'), (29.0, -92.0, 'SS'), (29.2, -92.2, 'SS'), (29.4, -92.5, 'SS'), (29.5, -92.5, 'SS'), (29.5, -92.2, 'SS'), (29.6, -92.1, 'SS'), (29.7, -92.0, 'SS'), (30.3, -91.8, 'SS'), (30.4, -91.6, 'SS'), (30.4, -91.4, 'EX'), (30.6, -90.1, 'EX'), (31.5, -88.3, 'EX'), (32.6, -86.5, 'EX'), (33.4, -85.3, 'EX'), (34.2, -85.1, 'EX'), (34.9, -85.3, 'EX')]"
AL152011,NATE,2011,2011-09-06T18:00:00,2011-09-12T00:00:00,20.3,-93.9,65,994,"hit Tuxpan, Mexico as Tropical Storm","[(20.3, -93.9, 'LO'), (20.3, -93.7, 'LO'), (20.3, -93.3, 'LO'), (20.3, -92.9, 'LO'), (20.3, -92.6, 'TS'), (20.2, -92.5, 'TS'), (20.1, -92.4, 'TS'), (19.9, -92.3, 'TS'), (19.7, -92.3, 'HU'), (19.7, -92.1, 'HU'), (19.9, -92.2, 'TS'), (20.0, -92.4, 'TS'), (20.0, -92.7, 'TS'), (20.0, -93.0, 'TS'), (20.0, -93.4, 'TS'), (20.1, -93.8, 'TS'), (20.1, -94.2, 'TS'), (20.1, -94.7, 'TS'), (20.0, -95.4, 'TS'), (20.3, -96.4, 'TS'), (20.5, -97.0, 'TS'), (20.5, -97.2, 'TS'), (20.5, -97.8, 'LO')]"
AL182011,RINA,2011,2011-10-22T00:00:00,2011-10-29T06:00:00,12.7,-81.0,100,966,"hit Cancún, Mexico as Tropical Storm","[(12.7, -81.0, 'LO'), (12.7, -81.2, 'LO'), (12.9, -81.4, 'LO'), (13.2, -81.4, 'LO'), (13.6, -81.4, 'LO'), (14.2, -81.4, 'TD'), (14.8, -81.5, 'TD'), (15.5, -81.7, 'TD'), (16.0, -81.9, 'TS'), (16.5, -82.2, 'TS'), (16.9, -82.6, 'TS'), (17.1, -83.0, 'HU'), (17.2, -83.2, 'HU'), (17.3, -83.5, 'HU'), (17.3, -83.8, 'HU'), (17.3, -84.2, 'HU'), (17.4, -84.6, 'HU'), (17.5, -85.0, 'HU'), (17.7, -85.4, 'HU'), (18.0, -85.8, 'HU'), (18.3, -86.3, 'HU'), (18.6, -86.7, 'HU'), (19.0, -86.9, 'TS'), (19.5, -87.1, 'TS'), (20.2, -87.2, 'TS'), (20.5, -87.2, 'TS'), (20.9, -87.1, 'TS'), (21.4, -86.9, 'TS'), (21.7, -86.4, 'LO'), (21.8, -85.3, 'LO'), (21.5, -84.2, 'LO')]"
AL042012,DEBBY,2012,2012-06-23T12:00:00,2012-06-27T12:00:00,25.5,-87.6,55,990,,"[(25.5, -87.6, 'TS'), (26.0, -87.5, 'TS'), (26.5, -87.4, 'TS'), (27.0, -87.2, 'TS'), (27.6, -86.8, 'TS'), (28.0, -86.3, 'TS'), (28.3, -86.0, 'TS'), (28.6, -85.8, 'TS'), (28.8, -85.6, 'TS'), (29.0, -85.3, 'TS'), (29.0, -85.0, 'TS'), (28.9, -84.7, 'TS'), (28.9, -84.3, 'TS'), (29.2, -83.7, 'TS'), (29.3, -83.2, 'TS'), (29.4, -82.7, 'TD'), (29.5, -81.5, 'TD'), (29.5, -80.3, 'TD')]"
AL052012,ERNESTO,2012,2012-08-01T12:00:00,2012-08-10T06:00:00,11.6,-46.7,85,973,"hit Ciudad del Carmen, Mexico as Tropical Storm, hit Coatzacoalcos, Mexico as Tropical Storm","[(11.6, -46.7, 'TD'), (12.0, -48.2, 'TD'), (12.4, -49.9, 'TD'), (12.7, -51.7, 'TD'), (13.0, -53.6, 'TS'), (13.2, -55.5, 'TS'), (13.4, -57.5, 'TS'), (13.6, -59.7, 'TS'), (13.7, -61.6, 'TS'), (13.8, -63.3, 'TS'), (13.8, -64.8, 'TS'), (13.9, -66.4, 'TS'), (14.2, -67.9, 'TS'), (14.6, -69.5, 'TS'), (15.0, -71.5, 'TS'), (15.0, -73.8, 'TS'), (15.0, -76.1, 'TS'), (15.1, -77.8, 'TS'), (15.2, -78.9, 'TS'), (15.4, -79.6, 'TS'), (15.7, -80.2, 'TS'), (16.2, -81.2, 'TS'), (16.7, -82.2, 'TS'), (17.3, -83.3, 'TS'), (17.8, -84.4, 'HU'), (18.4, -85.7, 'HU'), (18.7, -87.1, 'HU'), (18.7, -87.2, 'HU'), (18.8, -87.7, 'HU'), (18.8, -88.3, 'HU'), (18.8, -89.6, 'TS'), (18.8, -90.8, 'TS'), (18.8, -91.7, 'TS'), (18.7, -92.8, 'TS'), (18.4, -93.8, 'TS'), (18.3, -94.6, 'TS'), (18.2, -94.9, 'TS'), (18.0, -96.0, 'TS'), (17.9, -97.2, 'TD')]"
