date,min_temp,rainfall,windspeed,humidity,cloudcover,OLS
10/22/21,71,0.0,6,49,Partly Cloudy,0.08466278284766855
11/1/21,59,0.0,9,50,Partly Cloudy,0.08447983539612217
12/9/21,69,0.0,21,57,Partly Cloudy / Windy,0.08443764374845444
8/5/21,81,0.0,12,59,Cloudy,0.08433148058093327
2/9/21,64,0.0,10,81,Cloudy,0.08387780480148692
1/21/21,61,0.0,9,87,Cloudy,0.08386005813011618
7/1/21,79,0.0,0,54,Mostly Cloudy,0.08381518540054275
10/8/21,69,0.0,6,39,Fair,0.0837950002261042
5/6/21,67,0.0,10,32,Fair,0.08376275645318214
9/25/21,65,0.0,7,30,Partly Cloudy,0.08371686785368822
3/11/21,70,0.0,18,60,Cloudy,0.08354846860701146
12/21/21,42,0.0,5,37,Fair,0.08353687147726083
7/26/21,79,0.0,7,37,Fair,0.08339315653777261
1/8/21,42,0.0,12,52,Mostly Cloudy,0.08338285262699449
7/8/21,75,0.3,18,67,Cloudy,0.08335441385872841
4/29/21,75,0.0,13,74,Cloudy,0.08332444274571046
4/1/21,53,0.0,10,20,Fair,0.08319483857558208
3/8/21,47,0.0,12,42,Mostly Cloudy,0.08236781854971546
4/27/21,74,0.0,13,74,Cloudy,0.08184418988765485
1/15/21,45,0.0,16,24,Fair,0.08176240935526435
6/18/21,75,0.0,6,36,Fair,0.08119530435432745
3/20/21,47,0.0,7,31,Fair,0.08108168525414566
6/20/21,80,0.0,10,61,Cloudy,0.08101342655022936
3/7/21,47,0.0,14,28,Fair,0.08092904104699222
9/26/21,67,0.0,10,46,Mostly Cloudy,0.08066193128432668
10/6/21,68,0.0,7,27,Partly Cloudy,0.08058591592058961
7/13/21,78,0.3,7,59,Mostly Cloudy,0.08054774805871752
10/5/21,68,0.0,9,30,Partly Cloudy,0.08002737718981608
9/6/21,76,0.0,0,50,Mostly Cloudy,0.07995520148467772
10/20/21,73,0.0,6,49,Mostly Cloudy,0.0796869213396712
5/5/21,63,0.0,8,40,Fair,0.0796663304795244
7/21/21,77,0.0,3,67,Mostly Cloudy,0.07876800226287649
