date     ,min_temp ,rainfall ,windspeed ,humidity ,cloudcover              ,OLS
11/16/21 ,      64 ,     0.0 ,       12 ,      47 ,Partly Cloudy           ,0.12792060006593933
12/5/21  ,      65 ,     0.0 ,       14 ,      69 ,Mostly Cloudy           ,0.127468200844643
11/10/21 ,      64 ,     0.0 ,       14 ,      52 ,Partly Cloudy           ,0.12745935052996116
6/15/21  ,      75 ,     0.0 ,       10 ,      40 ,Partly Cloudy           ,0.12696063059471627
10/13/21 ,      77 ,     0.0 ,       15 ,      53 ,Partly Cloudy           ,0.12695053498360206
4/9/21   ,      73 ,     0.0 ,       17 ,      65 ,Cloudy                  ,0.12655801205147285
12/12/21 ,      46 ,     0.0 ,        7 ,      38 ,Fair                    ,0.12651713336790543
11/24/21 ,      61 ,     0.0 ,       17 ,      60 ,Mostly Cloudy           ,0.1262005189201683
10/20/21 ,      73 ,     0.0 ,        6 ,      49 ,Mostly Cloudy           ,0.12615674020845222
10/26/21 ,      75 ,     0.0 ,       16 ,      67 ,Cloudy                  ,0.12614673086233769
9/15/21  ,      74 ,     0.0 ,       15 ,      67 ,Cloudy                  ,0.12569188343951831
1/19/21  ,      61 ,     0.0 ,       13 ,      51 ,Partly Cloudy           ,0.12552204122931562
7/2/21   ,      78 ,     0.3 ,        6 ,      46 ,Mostly Cloudy           ,0.12522328617637285
6/13/21  ,      81 ,     0.0 ,        7 ,      43 ,Partly Cloudy           ,0.12516301996294504
8/31/21  ,      81 ,     0.0 ,        7 ,      43 ,Partly Cloudy           ,0.12516301996294504
11/17/21 ,      67 ,     0.0 ,       15 ,      53 ,Partly Cloudy           ,0.12467701106090753
6/17/21  ,      80 ,     0.0 ,       12 ,      41 ,Mostly Cloudy           ,0.12446789503766324
5/27/21  ,      74 ,     0.0 ,       15 ,      59 ,Partly Cloudy           ,0.12365083899219294
4/25/21  ,      63 ,     0.0 ,       13 ,      48 ,Partly Cloudy           ,0.12357408449451575
5/26/21  ,      75 ,     0.0 ,       14 ,      55 ,Partly Cloudy           ,0.12340072989421477
8/14/21  ,      80 ,     0.0 ,        9 ,      46 ,Partly Cloudy           ,0.12223802410805969
11/5/21  ,      49 ,     0.0 ,        9 ,      37 ,Fair                    ,0.12189632319334598
2/24/21  ,      58 ,     0.0 ,       13 ,      60 ,Mostly Cloudy           ,0.12184570383884682
8/30/21  ,      80 ,     0.0 ,        9 ,      40 ,Mostly Cloudy           ,0.1207133265968824
11/6/21  ,      49 ,     0.0 ,        8 ,      39 ,Fair                    ,0.12065985919427046
7/17/21  ,      78 ,     0.0 ,       10 ,      44 ,Partly Cloudy           ,0.11966937739914126
7/4/21   ,      79 ,     0.4 ,       10 ,      50 ,Mostly Cloudy           ,0.119065388957142
9/20/21  ,      78 ,     0.0 ,        9 ,      46 ,Partly Cloudy           ,0.11873354668852498
9/27/21  ,      74 ,     0.0 ,        9 ,      57 ,Mostly Cloudy           ,0.1177018655994344
4/11/21  ,      59 ,     0.0 ,       14 ,      58 ,Mostly Cloudy           ,0.11733537917698691
8/2/21   ,      81 ,     0.0 ,        7 ,      52 ,Mostly Cloudy           ,0.11733508856434018
8/3/21   ,      79 ,     0.3 ,       10 ,      59 ,Mostly Cloudy           ,0.11733157439278649
9/12/21  ,      75 ,     0.0 ,       12 ,      43 ,Mostly Cloudy           ,0.1152859863488721
8/10/21  ,      82 ,     0.0 ,       14 ,      46 ,Mostly Cloudy           ,0.11511971346641868
12/25/21 ,      65 ,     0.0 ,       13 ,      56 ,Mostly Cloudy           ,0.11383198548152786
9/16/21  ,      75 ,     0.0 ,       12 ,      67 ,Mostly Cloudy           ,0.11369286214671631
12/4/21  ,      66 ,     0.0 ,       14 ,      67 ,Mostly Cloudy           ,0.11355542073830821
5/25/21  ,      76 ,     0.0 ,       14 ,      69 ,Mostly Cloudy           ,0.11340000931798319
5/12/21  ,      65 ,     0.0 ,       14 ,      66 ,Mostly Cloudy           ,0.11135301069374044
7/29/21  ,      82 ,     0.0 ,       10 ,      43 ,Mostly Cloudy           ,0.11096623231849281
3/10/21  ,      63 ,     0.1 ,       14 ,      64 ,Mostly Cloudy           ,0.11079498761482379
12/26/21 ,      68 ,     0.0 ,       17 ,      56 ,Mostly Cloudy           ,0.1098959827062303
10/21/21 ,      73 ,     0.0 ,        8 ,      43 ,Mostly Cloudy           ,0.10985758489849977
7/28/21  ,      78 ,     0.0 ,        7 ,      43 ,Mostly Cloudy           ,0.10895288942927947
6/30/21  ,      79 ,     0.0 ,       10 ,      59 ,Mostly Cloudy           ,0.10843501259454441
8/19/21  ,      83 ,     0.0 ,       14 ,      49 ,Mostly Cloudy           ,0.10602053638702394
7/22/21  ,      78 ,     0.0 ,        8 ,      52 ,Mostly Cloudy           ,0.10465864273383853
12/29/21 ,      72 ,     0.0 ,       12 ,      56 ,Mostly Cloudy           ,0.10361810259936244
9/28/21  ,      76 ,     0.0 ,       15 ,      67 ,Mostly Cloudy           ,0.10346763920458599
6/16/21  ,      74 ,     0.0 ,        9 ,      43 ,Mostly Cloudy           ,0.10293116668513103
6/24/21  ,      81 ,     0.0 ,       16 ,      54 ,Mostly Cloudy           ,0.10152360121605558
12/28/21 ,      72 ,     0.0 ,       15 ,      53 ,Mostly Cloudy           ,0.10140212848960546
10/19/21 ,      64 ,     0.0 ,       15 ,      58 ,Mostly Cloudy           ,0.10003326040283185
5/15/21  ,      67 ,     0.0 ,       15 ,      56 ,Mostly Cloudy           ,0.09890706392619884
5/10/21  ,      79 ,     0.0 ,       10 ,      52 ,Mostly Cloudy           ,0.09830457975538436
7/15/21  ,      77 ,     0.0 ,       12 ,      63 ,Mostly Cloudy           ,0.098221109225966
5/11/21  ,      70 ,     0.1 ,       15 ,      55 ,Mostly Cloudy           ,0.0981596060558429
5/4/21   ,      73 ,     0.0 ,       12 ,      61 ,Mostly Cloudy           ,0.09803771784893535
6/11/21  ,      77 ,     0.0 ,       12 ,      50 ,Mostly Cloudy           ,0.09759301303806171
8/24/21  ,      80 ,     0.0 ,        8 ,      46 ,Mostly Cloudy           ,0.09691068628575558
8/9/21   ,      82 ,     0.0 ,       15 ,      52 ,Mostly Cloudy           ,0.09685450873600274
7/27/21  ,      81 ,     0.0 ,       13 ,      49 ,Mostly Cloudy           ,0.09671339653035206
8/1/21   ,      81 ,     0.0 ,       13 ,      59 ,Mostly Cloudy           ,0.09615829637886056
6/23/21  ,      79 ,     0.1 ,        9 ,      49 ,Mostly Cloudy           ,0.09549801026447041
7/11/21  ,      80 ,     0.0 ,       12 ,      50 ,Mostly Cloudy           ,0.09476872173113261
8/29/21  ,      78 ,     0.0 ,        9 ,      44 ,Mostly Cloudy           ,0.09436889053075724
10/3/21  ,      75 ,     0.0 ,        9 ,      46 ,Mostly Cloudy           ,0.09383585763074849
6/27/21  ,      79 ,     0.1 ,       12 ,      53 ,Mostly Cloudy           ,0.09339741420565748
7/10/21  ,      79 ,     0.0 ,       16 ,      59 ,Mostly Cloudy           ,0.09160678090067934
6/2/21   ,      73 ,     0.2 ,       14 ,      57 ,Mostly Cloudy           ,0.09159770908035197
5/3/21   ,      77 ,     0.0 ,       16 ,      61 ,Mostly Cloudy           ,0.09078828832646099
6/10/21  ,      79 ,     0.0 ,       13 ,      61 ,Mostly Cloudy           ,0.08981078716187464
5/31/21  ,      75 ,     0.0 ,       16 ,      61 ,Mostly Cloudy           ,0.089781125634976
6/6/21   ,      74 ,     0.1 ,       16 ,      57 ,Mostly Cloudy           ,0.08960029366626575
6/25/21  ,      81 ,     0.0 ,       15 ,      54 ,Mostly Cloudy           ,0.0888151997522619
8/8/21   ,      81 ,     0.0 ,       15 ,      54 ,Mostly Cloudy           ,0.0888151997522619
8/7/21   ,      79 ,     0.0 ,       13 ,      54 ,Mostly Cloudy           ,0.088394208276034
12/17/21 ,      71 ,     0.0 ,       14 ,      62 ,Mostly Cloudy           ,0.08669377889385725
3/27/21  ,      71 ,     0.0 ,       15 ,      61 ,Mostly Cloudy           ,0.08602761263297744
10/12/21 ,      79 ,     0.0 ,       15 ,      61 ,Mostly Cloudy           ,0.08515953059481848
9/30/21  ,      77 ,     0.0 ,       14 ,      63 ,Mostly Cloudy           ,0.08326660875142465
5/30/21  ,      75 ,     0.0 ,       14 ,      63 ,Mostly Cloudy           ,0.08132235725655128
